class,u_mag,g_mag,r_mag,i_mag,z_mag,max_mag
2,19.397,19.199,19.276,19.075,18.961,19.397
2,19.525,19.267,19.326,19.008,18.982,19.525
2,18.911,18.331,18.245,18.22,18.071,18.911
2,19.105,18.91,18.859,18.952,18.86,19.105
2,19.36,19.132,19.003,18.766,18.922,19.36
2,19.146,18.983,18.76,18.611,18.718,19.146
2,19.605,19.323,19.349,19.299,19.138,19.605
2,18.783,18.521,18.355,18.115,18.144,18.783
2,17.969,16.95,16.157,16.031,15.569,17.969
2,19.468,19.215,19.107,18.871,18.655,19.468
2,19.319,19.131,18.927,18.941,19.074,19.319
2,19.505,19.26,19.153,18.945,19.039,19.505
2,19.786,19.597,19.599,19.408,19.43,19.786
2,18.355,18.236,18.218,18.059,18.143,18.355
2,19.568,19.107,19.033,18.824,18.921,19.568
2,19.862,19.293,19.07,18.8,18.609,19.862
2,19.016,18.836,18.78,18.555,18.627,19.016
2,19.635,19.085,18.862,18.917,19.014,19.635
2,19.597,19.271,19.31,19.188,19.136,19.597
2,20.283,20.168,20.135,19.808,19.813,20.283
2,18.969,18.756,18.661,18.502,18.376,18.969
2,19.387,19.135,19.024,19.045,18.943,19.387
2,19.576,19.355,19.048,19.086,18.98,19.576
2,20.014,19.573,19.446,19.509,19.205,20.014
2,18.849,18.694,18.406,18.299,18.379,18.849
2,19.711,19.093,18.95,18.906,18.692,19.711
2,19.316,19.191,18.912,18.819,18.89,19.316
2,18.969,18.789,18.7,18.682,18.834,18.969
2,19.268,19.287,18.999,19.027,19.146,19.287
2,17.81,17.393,17.278,17.056,17.133,17.81
2,19.004,18.724,18.852,18.713,18.228,19.004
2,18.816,18.617,18.51,18.41,18.129,18.816
2,18.555,18.487,18.071,17.937,17.994,18.555
2,19.4,19.287,18.9,18.712,18.36,19.4
2,19.369,18.714,18.668,18.572,18.263,19.369
2,19.367,18.998,18.859,18.644,18.762,19.367
2,19.166,19.007,18.933,18.724,18.757,19.166
2,20.505,20.49,20.518,20.219,20.064,20.518
2,18.664,18.519,18.507,18.33,18.442,18.664
2,18.663,18.579,18.38,18.356,18.579,18.663
2,19.439,19.341,19.132,18.955,18.868,19.439
2,20.003,19.817,19.808,19.581,19.58,20.003
2,19.043,18.791,18.867,18.781,18.928,19.043
2,18.45,18.302,18.455,18.309,18.326,18.455
2,18.388,18.221,18.069,18.13,17.982,18.388
2,20.106,19.576,18.88,18.359,18.047,20.106
2,19.035,18.659,18.738,18.624,18.726,19.035
2,18.842,18.789,18.578,18.618,18.696,18.842
2,18.535,18.164,18.292,18.065,18.158,18.535
2,19.938,19.298,19.297,19.198,18.829,19.938
2,20.514,20.265,20.212,20.022,20.054,20.514
2,18.937,18.614,18.398,18.161,18.207,18.937
2,20.55,20.358,20.319,20.292,20.278,20.55
2,19.7,19.489,19.254,19.304,19.458,19.7
2,18.606,18.464,18.387,18.217,18.051,18.606
2,17.858,17.726,17.436,17.111,16.937,17.858
2,18.537,18.385,18.359,18.181,18.109,18.537
2,17.839,17.78,17.6,17.496,17.277,17.839
2,19.653,19.555,19.532,19.282,18.995,19.653
2,20.012,19.737,19.724,19.789,19.532,20.012
2,19.784,19.736,19.776,19.619,19.41,19.784
2,19.257,19.13,18.993,19.104,19.087,19.257
2,19.399,19.006,19.173,19.044,19.087,19.399
2,18.702,18.527,18.455,18.358,18.363,18.702
2,19.736,19.457,19.486,19.324,19.163,19.736
2,19.556,19.267,18.601,18.142,18.005,19.556
2,17.711,17.479,17.684,17.621,17.314,17.711
2,19.444,19.295,19.262,19.143,19.143,19.444
2,18.669,18.593,18.478,18.436,18.121,18.669
2,20.249,20.026,20.16,19.835,19.947,20.249
2,20.134,19.852,19.331,19.046,18.874,20.134
2,20.168,19.815,19.753,19.749,19.599,20.168
2,19.506,19.283,19.211,18.946,18.952,19.506
2,20.067,20.001,19.787,19.624,19.713,20.067
2,19.642,19.637,19.603,19.334,19.301,19.642
2,19.738,19.561,19.136,18.799,18.644,19.738
2,20.021,19.56,19.383,18.989,18.912,20.021
2,19.379,19.298,19.073,19.105,19.149,19.379
2,19.241,19.056,19.091,19.01,18.747,19.241
2,19.884,19.749,19.743,19.545,19.457,19.884
2,19.399,19.296,19.282,19.05,19.029,19.399
2,19.268,19.277,19.177,18.98,18.803,19.277
2,18.058,17.847,17.707,17.742,17.589,18.058
2,19.386,18.885,18.466,18.063,17.961,19.386
2,18.874,18.582,18.177,18.153,18.097,18.874
2,20.129,19.659,19.548,19.513,19.342,20.129
2,17.716,17.196,17.145,17.089,16.988,17.716
2,19.242,19.06,19.065,18.882,18.988,19.242
2,18.053,17.956,17.737,17.713,17.72,18.053
2,20.593,20.424,20.316,20.143,20.263,20.593
2,17.77,17.549,17.299,17.242,17.062,17.77
2,19.547,19.341,19.239,18.981,18.961,19.547
2,19.095,18.988,18.87,18.963,18.909,19.095
2,19.469,19.198,18.912,18.692,18.766,19.469
2,19.879,19.601,19.183,19.255,19.419,19.879
2,18.916,18.639,18.558,18.65,18.485,18.916
2,19.638,19.517,19.268,19.122,19.134,19.638
2,20.658,18.266,17.937,17.831,17.814,20.658
2,19.508,19.268,18.975,18.871,18.882,19.508
2,20.344,20.181,20.222,19.937,20.042,20.344
2,19.666,19.646,19.148,18.999,18.435,19.666
2,20.292,20.265,20.187,20.108,19.818,20.292
2,19.386,19.046,19.099,19.023,19.067,19.386
2,19.112,19.064,18.762,18.687,18.809,19.112
2,19.71,19.419,18.997,18.842,18.49,19.71
2,19.612,19.466,19.252,19.04,19.024,19.612
2,19.023,18.882,18.579,18.612,18.84,19.023
2,18.976,18.884,18.697,18.717,18.828,18.976
2,18.902,18.622,18.685,18.63,18.679,18.902
2,20.159,20.006,19.236,18.845,18.576,20.159
2,19.724,19.491,19.343,19.01,19.083,19.724
2,19.279,18.654,18.643,18.63,18.489,19.279
2,18.739,18.741,18.694,18.456,18.452,18.741
2,19.051,18.6,18.188,18.096,17.636,19.051
2,19.666,19.225,19.156,19.098,18.895,19.666
2,19.903,19.156,18.562,18.413,18.132,19.903
2,18.762,18.582,18.46,18.564,18.471,18.762
2,19.135,18.979,18.695,18.651,18.521,19.135
2,18.997,18.67,18.678,18.542,18.663,18.997
2,18.761,18.483,18.228,18.193,18.204,18.761
2,18.68,18.366,18.121,17.894,17.766,18.68
2,19.525,19.444,18.951,18.879,18.859,19.525
2,19.475,18.957,19.049,18.879,18.963,19.475
2,19.202,18.941,18.976,18.86,18.996,19.202
2,19.046,18.867,18.876,18.748,18.774,19.046
2,18.973,18.721,18.432,18.439,18.454,18.973
2,20.726,20.395,20.432,20.3,20.381,20.726
2,19.102,19.044,18.999,18.778,18.816,19.102
2,20.455,19.92,19.391,18.982,19.005,20.455
2,18.851,18.61,18.541,18.287,18.201,18.851
2,20.167,20.151,20.036,19.93,19.914,20.167
2,19.171,19.08,19.014,18.815,18.809,19.171
2,18.486,18.245,18.301,18.214,18.105,18.486
2,19.308,19.027,18.94,19.09,18.924,19.308
2,19.465,18.86,18.716,18.694,18.614,19.465
2,18.664,18.645,18.616,18.601,18.077,18.664
2,20.734,18.986,18.832,18.8,18.708,20.734
2,19.286,19.249,18.966,19.015,19.183,19.286
2,19.219,18.974,18.969,18.978,18.872,19.219
2,19.652,19.0,18.824,18.733,18.604,19.652
2,20.766,20.454,20.448,20.341,20.097,20.766
2,20.383,20.168,20.277,20.137,20.018,20.383
2,18.746,18.716,18.489,18.526,18.704,18.746
2,19.803,19.468,19.317,18.92,18.951,19.803
2,19.299,19.067,18.932,18.858,18.853,19.299
2,19.472,18.975,18.662,18.277,18.082,19.472
2,20.442,20.336,20.277,20.221,20.104,20.442
2,18.836,18.63,18.697,18.586,18.565,18.836
2,19.198,18.82,18.85,18.961,18.867,19.198
2,19.81,19.224,19.08,18.83,18.507,19.81
2,19.314,18.674,18.795,18.677,18.421,19.314
2,19.407,19.167,18.821,18.946,19.04,19.407
2,19.744,19.302,19.145,19.073,18.837,19.744
2,19.673,19.196,18.781,18.72,18.654,19.673
2,19.465,19.446,19.123,19.027,19.063,19.465
2,20.541,18.862,18.501,18.379,18.145,20.541
2,19.405,19.182,19.165,19.001,18.923,19.405
2,18.98,18.899,18.775,18.755,18.839,18.98
2,19.175,18.874,18.59,18.538,18.428,19.175
2,19.571,19.552,19.603,19.429,19.453,19.603
2,19.756,19.44,19.407,19.291,19.101,19.756
2,19.956,19.65,19.562,19.516,19.272,19.956
2,19.427,19.352,19.098,19.098,19.278,19.427
2,18.467,18.38,18.183,18.19,18.223,18.467
2,18.833,18.767,18.408,18.059,17.667,18.833
2,19.604,19.397,18.929,18.791,18.455,19.604
2,18.977,18.773,18.715,18.87,18.822,18.977
2,19.295,18.723,18.709,18.656,18.419,19.295
2,18.822,18.695,18.732,18.535,18.537,18.822
2,20.479,20.297,20.37,20.243,20.063,20.479
2,20.365,20.196,20.137,19.942,19.837,20.365
2,18.395,18.135,18.26,18.15,18.141,18.395
2,19.315,18.977,18.653,18.61,18.544,19.315
2,19.468,19.495,19.218,19.053,19.052,19.495
2,19.893,19.778,19.668,19.468,19.134,19.893
2,19.552,19.365,19.074,18.939,19.072,19.552
2,19.448,19.277,19.258,18.969,19.085,19.448
2,19.532,19.362,19.337,19.142,19.362,19.532
2,20.064,20.041,20.219,19.828,19.732,20.219
2,19.461,19.117,18.66,18.581,18.496,19.461
2,20.135,19.925,19.609,19.637,19.447,20.135
2,19.517,19.332,19.225,19.061,18.856,19.517
2,19.353,19.114,18.932,18.715,18.85,19.353
2,19.767,19.604,19.426,19.135,19.023,19.767
2,18.762,18.768,18.447,18.235,18.245,18.768
2,19.222,19.186,18.973,18.94,19.024,19.222
2,18.891,18.723,18.704,18.574,18.357,18.891
2,20.833,18.306,17.937,17.747,17.636,20.833
2,19.602,19.502,19.599,19.256,19.336,19.602
2,20.001,19.567,19.525,19.554,19.533,20.001
2,20.418,20.257,20.261,20.005,20.008,20.418
2,19.977,19.388,19.224,19.013,18.99,19.977
2,19.362,19.094,18.981,18.869,18.698,19.362
2,19.49,19.013,19.106,18.96,18.948,19.49
2,19.297,19.106,19.11,19.277,19.077,19.297
2,19.436,19.063,18.988,19.061,18.862,19.436
2,20.606,20.24,20.216,19.953,19.975,20.606
2,18.685,18.272,18.282,18.244,18.085,18.685
2,20.419,20.254,20.027,19.906,19.731,20.419
2,17.261,17.024,17.031,17.027,16.945,17.261
2,19.628,19.316,19.127,18.92,18.739,19.628
2,19.878,19.793,19.69,19.5,19.528,19.878
2,19.381,18.794,18.738,18.718,18.411,19.381
2,20.568,20.04,19.661,19.286,19.007,20.568
2,19.868,19.333,19.165,19.038,18.851,19.868
2,19.972,19.322,18.902,18.65,18.461,19.972
2,19.312,19.004,18.964,19.145,19.028,19.312
2,19.929,19.304,18.977,18.822,18.541,19.929
2,19.641,19.23,18.95,18.92,18.717,19.641
2,19.097,18.532,18.165,18.067,17.887,19.097
2,18.933,18.736,18.438,18.42,18.438,18.933
2,19.659,19.488,19.296,19.085,18.926,19.659
2,19.398,19.106,19.153,19.071,19.045,19.398
2,19.189,19.223,18.888,19.016,19.162,19.223
2,18.514,18.105,18.078,18.174,18.354,18.514
2,18.608,18.631,18.507,18.588,18.112,18.631
2,19.055,19.332,18.936,19.012,19.144,19.332
2,16.964,17.009,16.919,16.408,16.537,17.009
2,19.046,18.647,18.634,18.517,18.287,19.046
2,18.627,18.286,18.3,18.522,18.322,18.627
2,19.077,18.608,18.382,18.323,18.315,19.077
2,18.929,18.653,18.734,18.608,18.765,18.929
2,19.0,18.954,18.738,18.786,18.866,19.0
2,19.008,18.858,18.79,18.55,18.532,19.008
2,20.531,20.209,20.054,19.857,19.628,20.531
2,19.518,19.389,19.158,19.131,19.263,19.518
2,18.453,18.319,18.179,18.29,18.228,18.453
2,19.494,19.098,19.02,18.825,18.787,19.494
2,20.446,20.417,20.145,20.11,20.695,20.695
2,19.467,19.394,19.294,19.161,18.928,19.467
2,18.732,18.75,18.425,18.299,18.285,18.75
2,19.378,19.209,18.666,18.549,18.277,19.378
2,19.107,18.794,18.668,18.837,18.629,19.107
2,19.083,18.978,18.741,18.768,18.923,19.083
2,19.115,18.945,18.651,18.663,18.808,19.115
2,19.173,18.96,18.761,18.828,18.73,19.173
2,19.84,19.156,19.122,19.056,18.83,19.84
2,19.593,19.246,19.197,18.895,18.965,19.593
2,18.767,18.578,18.573,18.417,18.523,18.767
2,20.469,20.297,20.217,20.112,19.997,20.469
2,19.921,19.918,19.678,19.792,19.726,19.921
2,19.84,19.393,19.431,19.149,19.082,19.84
2,18.685,18.667,18.339,18.283,18.376,18.685
2,19.603,19.255,19.333,19.134,19.089,19.603
2,17.701,17.449,17.228,17.204,17.292,17.701
2,18.913,18.498,18.38,18.284,18.261,18.913
2,19.471,19.321,19.012,18.986,18.918,19.471
2,19.263,19.179,18.868,18.986,19.118,19.263
2,18.67,18.519,18.427,18.495,18.407,18.67
2,18.507,18.301,18.034,18.068,17.99,18.507
2,19.916,19.716,19.718,19.391,19.355,19.916
2,18.909,18.918,18.891,18.56,18.444,18.918
2,19.441,19.358,18.967,19.104,19.115,19.441
2,19.114,18.944,18.595,18.504,18.566,19.114
2,19.312,18.991,19.077,18.913,19.178,19.312
2,20.1,19.417,19.218,19.164,18.822,20.1
2,20.027,19.678,19.885,19.757,19.568,20.027
2,19.57,19.277,19.047,18.996,18.974,19.57
2,19.344,19.238,18.967,19.077,19.184,19.344
2,18.867,18.768,18.656,18.657,18.823,18.867
2,20.417,20.407,20.29,20.37,20.187,20.417
2,19.037,18.521,18.471,18.452,18.23,19.037
2,19.373,19.231,18.923,18.965,19.076,19.373
2,20.08,19.728,19.713,19.637,19.578,20.08
2,20.163,19.99,19.768,19.763,19.849,20.163
2,19.883,19.681,19.782,19.773,19.529,19.883
2,19.687,19.688,19.361,19.434,19.606,19.688
2,20.37,20.172,20.147,20.154,20.005,20.37
2,20.561,20.353,20.382,20.145,20.014,20.561
2,18.635,18.585,18.369,18.265,18.351,18.635
2,18.448,18.074,18.018,17.957,18.009,18.448
2,19.337,19.119,18.828,18.833,18.884,19.337
2,18.914,18.514,18.518,18.265,18.334,18.914
2,18.423,18.263,17.962,17.997,17.344,18.423
2,19.09,18.513,18.572,18.475,18.343,19.09
2,19.398,19.237,18.887,18.855,18.956,19.398
2,19.123,19.054,18.972,18.73,18.493,19.123
2,19.226,18.909,18.768,18.544,18.421,19.226
2,18.602,18.51,18.368,18.515,18.402,18.602
2,18.714,18.685,18.346,18.329,18.395,18.714
2,19.149,19.083,18.915,18.796,18.847,19.149
2,18.557,18.457,18.407,18.162,18.136,18.557
2,19.254,19.061,18.671,18.681,18.512,19.254
2,19.732,19.072,19.014,18.979,18.77,19.732
2,19.453,19.223,19.113,18.869,18.923,19.453
2,18.532,18.465,18.112,18.044,18.214,18.532
2,19.187,18.965,19.04,19.059,18.985,19.187
2,20.244,19.787,19.845,19.952,19.814,20.244
2,16.848,16.888,16.869,17.079,16.606,17.079
2,19.077,18.878,18.792,18.792,18.693,19.077
2,20.32,20.398,20.156,20.129,20.551,20.551
2,19.43,18.361,18.165,17.869,17.531,19.43
2,20.163,19.979,19.307,19.129,18.925,20.163
2,18.052,17.901,17.73,17.773,17.702,18.052
2,19.217,19.061,18.938,18.929,18.849,19.217
2,18.832,18.719,18.774,18.545,18.49,18.832
2,19.78,19.263,19.107,18.912,18.978,19.78
2,20.172,19.634,19.019,18.8,18.712,20.172
2,20.084,20.157,19.795,19.633,19.67,20.157
2,19.073,18.644,18.665,18.563,18.522,19.073
2,19.471,19.31,19.081,19.043,19.095,19.471
2,19.474,19.247,19.282,18.964,18.762,19.474
2,19.514,19.094,19.058,19.057,18.847,19.514
2,19.078,18.971,18.624,18.602,18.666,19.078
2,19.293,19.036,18.736,18.66,18.571,19.293
2,20.069,19.632,19.532,19.645,19.622,20.069
2,19.531,18.764,18.734,18.719,18.558,19.531
2,20.418,20.026,19.757,19.529,19.262,20.418
2,19.191,18.702,18.518,18.322,18.191,19.191
2,19.621,19.405,19.233,19.133,18.964,19.621
2,19.204,19.09,18.962,19.026,18.929,19.204
2,19.455,19.216,19.21,19.028,18.981,19.455
2,18.944,18.962,18.963,18.788,18.771,18.963
2,19.532,19.101,19.129,19.099,19.17,19.532
2,19.897,19.855,19.643,19.645,20.019,20.019
2,19.249,19.021,19.003,18.852,18.744,19.249
2,19.913,19.762,19.764,19.588,19.506,19.913
2,18.988,18.762,18.508,18.542,18.633,18.988
2,18.946,18.644,18.309,18.293,18.329,18.946
2,19.593,19.099,19.041,19.043,18.799,19.593
2,19.217,18.988,18.924,18.717,18.662,19.217
2,19.215,19.049,18.928,18.757,18.801,19.215
2,18.703,18.106,17.966,17.873,17.77,18.703
2,19.18,19.025,18.898,18.71,18.681,19.18
2,17.342,17.133,17.012,17.031,16.883,17.342
2,19.691,18.976,18.771,18.545,18.545,19.691
2,19.096,18.868,18.666,18.603,18.609,19.096
2,19.804,19.43,19.298,19.045,19.183,19.804
2,19.275,18.707,18.743,18.657,18.366,19.275
2,19.485,19.234,19.108,19.025,19.012,19.485
2,18.928,18.87,18.637,18.576,18.54,18.928
2,19.71,18.955,18.285,17.794,17.49,19.71
2,19.932,19.924,19.996,19.769,19.8,19.996
2,19.447,19.302,19.294,19.136,19.108,19.447
2,19.491,19.344,19.252,19.101,19.025,19.491
2,20.029,19.655,19.626,19.611,19.352,20.029
2,19.633,19.303,19.242,19.068,19.071,19.633
2,18.951,18.719,18.636,18.392,18.363,18.951
2,18.779,18.305,18.095,18.014,17.816,18.779
2,19.628,19.362,19.402,19.101,19.238,19.628
2,20.426,19.284,19.066,18.855,18.779,20.426
2,20.445,20.063,19.173,18.827,18.379,20.445
2,18.981,18.818,18.672,18.568,18.533,18.981
2,19.202,18.947,18.835,18.781,18.613,19.202
2,20.643,20.45,20.232,20.14,19.845,20.643
2,19.011,18.809,18.656,18.753,18.641,19.011
2,18.975,18.903,18.869,18.59,18.48,18.975
2,20.327,20.347,20.193,20.106,20.037,20.347
2,18.995,18.752,18.717,18.782,18.313,18.995
2,18.632,18.453,18.395,18.227,18.237,18.632
2,18.398,18.156,18.149,17.93,17.994,18.398
2,20.315,20.332,20.413,20.13,20.174,20.413
2,19.312,19.065,18.982,19.106,18.926,19.312
2,19.415,18.996,18.702,18.693,18.503,19.415
2,20.411,20.25,19.896,19.944,19.828,20.411
2,18.316,18.204,18.035,18.01,17.859,18.316
2,19.03,18.758,18.514,18.4,18.214,19.03
2,20.215,20.059,20.031,19.82,19.829,20.215
2,20.195,19.693,19.212,19.036,18.844,20.195
2,20.147,19.521,19.358,19.154,18.907,20.147
2,20.187,20.246,20.378,20.062,20.091,20.378
2,19.54,19.067,18.818,18.499,18.368,19.54
2,19.179,18.953,19.063,18.956,18.896,19.179
2,20.481,20.47,20.647,20.283,20.132,20.647
2,20.427,19.881,19.199,18.946,18.457,20.427
2,18.543,18.418,18.472,18.239,18.055,18.543
2,18.688,18.642,18.433,18.301,18.405,18.688
2,19.097,19.046,18.699,18.675,18.722,19.097
2,19.511,19.359,19.359,19.013,19.079,19.511
2,20.695,20.352,20.36,20.259,20.074,20.695
2,19.344,19.087,18.935,18.92,18.773,19.344
2,19.87,19.386,19.298,18.971,19.008,19.87
2,19.59,19.328,19.411,19.199,19.29,19.59
2,18.587,18.248,18.158,18.032,18.028,18.587
2,19.078,18.909,18.659,18.749,18.819,19.078
2,20.061,19.327,19.215,19.105,18.933,20.061
2,19.117,19.025,18.993,18.755,18.725,19.117
2,19.584,19.37,19.308,19.089,19.256,19.584
2,19.378,19.304,18.965,18.966,18.879,19.378
2,19.393,19.084,19.09,18.902,18.983,19.393
2,19.053,18.624,18.267,18.215,18.036,19.053
2,18.293,18.433,18.301,18.31,18.448,18.448
2,19.371,19.04,19.279,19.09,18.878,19.371
2,19.509,19.326,18.974,18.943,18.927,19.509
2,20.397,19.885,19.856,19.679,19.588,20.397
2,19.85,19.984,19.577,19.474,19.434,19.984
2,19.024,18.921,18.615,18.58,18.542,19.024
2,19.324,19.154,19.188,18.98,19.179,19.324
2,19.282,18.944,18.672,18.449,18.206,19.282
2,18.979,18.782,18.667,18.767,18.685,18.979
2,19.324,19.163,19.126,18.919,19.036,19.324
2,18.363,18.056,17.916,17.735,17.712,18.363
2,19.273,19.12,19.077,18.832,18.845,19.273
2,18.988,19.004,19.027,18.876,18.852,19.027
2,18.473,18.161,17.729,17.418,17.32,18.473
2,17.9,17.763,17.709,17.856,17.786,17.9
2,20.216,20.076,20.06,19.809,19.788,20.216
2,20.627,20.345,20.197,20.211,19.948,20.627
2,19.759,19.086,18.87,18.43,18.497,19.759
2,17.77,17.659,17.467,17.53,17.618,17.77
2,19.327,19.222,19.258,19.054,19.093,19.327
2,18.672,18.235,18.129,18.212,18.156,18.672
2,20.642,20.0,19.463,19.055,19.003,20.642
2,18.398,18.431,18.371,18.145,18.029,18.431
2,19.044,18.646,18.577,18.575,18.372,19.044
2,19.099,18.754,18.707,18.56,18.623,19.099
2,19.157,18.669,18.466,18.32,18.176,19.157
2,18.98,18.752,18.522,18.608,18.541,18.98
2,20.745,20.207,20.182,19.885,19.831,20.745
2,19.121,18.887,18.902,18.704,18.773,19.121
2,18.913,18.805,18.502,18.484,18.614,18.913
2,19.547,19.347,19.301,19.121,19.124,19.547
2,18.467,18.271,18.167,18.164,18.006,18.467
2,20.33,19.893,19.528,19.371,19.363,20.33
2,19.389,18.926,19.001,18.988,18.984,19.389
2,20.001,19.606,19.326,18.833,18.844,20.001
2,20.608,20.298,20.325,20.115,19.949,20.608
2,18.932,18.719,18.6,18.481,18.245,18.932
2,19.079,19.161,18.88,18.882,19.11,19.161
2,19.678,19.196,19.147,19.083,18.9,19.678
2,18.27,18.071,17.874,17.678,17.685,18.27
2,19.31,18.713,18.647,18.341,18.422,19.31
2,19.201,18.793,18.685,18.617,18.429,19.201
2,19.641,19.402,19.034,19.037,19.107,19.641
2,20.138,19.806,19.258,19.076,18.728,20.138
2,20.368,20.331,20.353,20.234,20.193,20.368
2,18.597,18.47,18.342,18.353,18.424,18.597
2,19.425,19.652,19.081,19.079,19.113,19.652
2,19.003,18.856,18.741,18.489,18.399,19.003
2,19.158,19.371,18.996,18.967,19.1,19.371
2,20.526,20.296,20.329,20.11,19.977,20.526
2,19.501,19.075,18.93,18.919,18.759,19.501
2,19.445,19.053,19.14,19.063,19.031,19.445
2,18.377,18.386,18.323,18.043,17.945,18.386
2,19.113,18.666,18.58,18.556,18.375,19.113
2,19.053,18.922,18.935,18.931,18.876,19.053
2,19.405,19.342,19.239,19.133,18.857,19.405
2,20.123,20.225,20.201,20.063,19.657,20.225
2,17.975,17.73,17.933,17.765,17.461,17.975
2,18.462,18.169,18.022,18.112,17.958,18.462
2,19.528,19.331,19.178,18.978,18.8,19.528
2,20.39,20.323,20.334,20.057,20.004,20.39
2,17.172,16.95,17.109,17.085,17.261,17.261
2,18.45,18.302,18.263,17.975,17.91,18.45
2,19.426,19.193,18.996,18.741,18.8,19.426
2,18.068,17.685,17.678,17.579,17.653,18.068
2,18.168,17.273,17.053,16.912,16.94,18.168
2,19.955,19.588,19.339,18.963,18.791,19.955
2,18.98,18.743,18.619,18.466,18.349,18.98
2,18.151,18.013,18.074,18.057,17.754,18.151
2,20.174,20.097,20.052,19.948,19.51,20.174
2,19.514,19.243,19.092,18.987,19.134,19.514
2,19.595,19.251,19.284,19.105,19.307,19.595
2,19.088,19.137,18.849,18.781,18.811,19.137
2,18.855,18.66,18.395,18.353,18.494,18.855
2,20.042,19.89,19.829,19.758,19.615,20.042
2,19.745,19.532,19.305,18.988,18.79,19.745
2,18.939,18.684,18.571,18.301,18.26,18.939
2,19.019,18.852,18.66,18.689,18.62,19.019
2,18.544,18.323,18.347,18.242,18.059,18.544
2,19.272,19.072,18.772,18.595,18.466,19.272
2,18.825,18.582,18.544,18.33,18.346,18.825
2,19.191,18.942,18.974,18.779,18.478,19.191
2,19.387,19.118,18.907,19.062,19.065,19.387
2,19.464,19.322,19.217,18.944,18.895,19.464
2,20.195,20.381,19.941,19.871,19.902,20.381
2,18.461,18.16,18.072,18.162,18.104,18.461
2,17.44,17.207,17.337,17.289,17.333,17.44
2,20.217,19.735,19.235,19.061,18.863,20.217
2,19.246,19.063,19.085,19.115,18.959,19.246
2,19.166,18.865,18.614,18.611,18.615,19.166
2,17.818,17.802,17.614,17.601,17.249,17.818
2,19.16,19.148,19.121,18.812,18.772,19.16
2,18.82,18.646,18.488,18.25,18.129,18.82
2,20.126,19.91,19.779,19.869,19.832,20.126
2,19.113,18.847,19.015,18.856,18.843,19.113
2,19.353,19.287,19.097,19.071,19.105,19.353
2,20.556,19.989,19.475,18.963,18.531,20.556
2,19.722,19.51,19.562,19.382,19.441,19.722
2,19.378,19.26,19.217,19.102,19.031,19.378
2,19.969,19.908,20.019,19.853,19.649,20.019
2,19.72,19.416,19.431,19.223,19.383,19.72
2,18.334,18.177,18.114,17.996,17.83,18.334
2,19.258,18.949,18.815,18.858,18.821,19.258
2,18.103,17.855,17.718,17.565,17.606,18.103
2,19.256,19.169,19.079,18.905,18.799,19.256
2,20.825,20.474,19.997,19.799,19.696,20.825
2,18.521,17.932,17.867,17.89,17.73,18.521
2,18.971,18.74,18.594,18.394,18.408,18.971
2,18.809,18.884,18.647,18.571,18.58,18.884
2,18.653,18.663,18.564,18.437,18.299,18.663
2,20.633,20.41,20.36,20.288,20.067,20.633
2,17.999,17.626,17.454,17.471,17.533,17.999
2,19.983,19.679,19.628,19.663,19.496,19.983
2,19.715,19.376,19.158,18.818,18.682,19.715
2,19.406,19.258,19.196,19.029,19.095,19.406
2,19.218,18.694,18.768,18.673,18.634,19.218
2,20.262,19.954,20.01,20.049,20.004,20.262
2,20.896,18.937,18.759,18.687,18.596,20.896
2,18.662,18.154,17.924,17.597,17.48,18.662
2,18.942,18.856,18.676,18.726,18.669,18.942
2,19.208,18.95,18.779,18.564,18.564,19.208
2,19.674,19.055,18.984,18.984,18.856,19.674
2,20.201,19.886,19.325,19.118,19.27,20.201
2,19.339,19.12,18.814,18.672,18.561,19.339
2,19.997,19.65,19.41,19.107,18.862,19.997
2,18.841,18.807,18.687,18.576,18.679,18.841
2,19.445,19.179,19.116,19.056,18.983,19.445
2,20.345,19.954,19.206,19.146,19.167,20.345
2,18.322,18.187,17.94,17.854,17.832,18.322
2,19.355,19.048,18.701,18.253,18.493,19.355
2,19.417,19.387,19.148,19.078,19.078,19.417
2,20.558,20.378,20.291,20.114,20.183,20.558
2,18.393,18.36,18.164,18.094,18.078,18.393
2,19.663,19.354,19.353,19.179,19.101,19.663
2,19.247,19.07,18.842,18.727,18.78,19.247
2,20.319,19.931,19.619,19.535,19.711,20.319
2,18.38,18.287,18.159,18.167,18.095,18.38
2,20.031,19.803,19.498,19.35,19.236,20.031
2,17.891,17.822,17.756,17.724,17.449,17.891
2,20.251,19.81,19.791,19.76,19.586,20.251
2,20.262,19.03,18.856,18.851,18.917,20.262
2,19.648,19.4,19.367,19.178,19.109,19.648
2,18.941,18.615,18.477,18.423,18.334,18.941
2,17.622,17.321,16.902,16.876,16.876,17.622
2,19.28,19.235,19.202,19.107,19.192,19.28
2,18.775,18.691,18.51,18.609,18.68,18.775
2,18.094,17.738,17.584,17.567,17.469,18.094
2,19.361,19.362,19.25,18.904,18.856,19.362
2,18.708,18.177,18.118,18.068,17.84,18.708
2,19.478,19.307,19.224,19.073,18.814,19.478
2,19.506,19.39,19.362,19.225,19.229,19.506
2,19.171,19.042,18.744,18.563,18.476,19.171
2,17.7,17.552,17.346,17.192,17.026,17.7
2,19.653,19.411,19.401,19.032,19.063,19.653
2,20.154,19.574,19.078,18.93,18.722,20.154
2,19.05,19.06,19.119,18.89,18.761,19.119
